Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,description_wiki
60,Super Mario 64,DS,2004.0,Platform,Nintendo,5.08,3.11,1.25,0.98,10.42,"Super Mario 64
Logo du jeu.
Développeur
Nintendo EAD
Éditeur
Nintendo
Réalisateur
Shigeru Miyamoto (réalisateur, producteur)
Hiroshi Yamauchi (producteur délégué)
Yoshiaki Koizumi (directeur adjoint)
Takashi Tezuka (directeur adjoint)1
Compositeur
Kōji Kondō
Début du projet
7 septembre 1994
Date de sortie
Nintendo 64 :
JAP : 23 juin 1996
USA : 26 septembre 1996
EUR : 1er mars 1997
FRA : 1er septembre 19972,3

iQue Player :
CHN : 21 novembre 2003

Console virtuelle :
USA : 19 novembre 2006
JAP : 2 décembre 2006
EUR : 8 décembre 2006
4
Nintendo Switch :
INT : 18 septembre 2020
Genre
Plates-formes
Mode de jeu
Un joueur
Plateforme
Nintendo 64, iQue Player, Console virtuelle, Nintendo Switch
Langue
Français, Anglais, Allemand, Japonais
Évaluation
ESRB : KA ?
OFLC (AU) : G ?
Super Mario et Super Mario 64 (d)
Super Mario World 2: Yoshi's Island Super Mario Sunshine (2002)
modifier - modifier le code - modifier Wikidata"
61,Just Dance 3,Wii,2011.0,Misc,Ubisoft,6.05,3.15,0.0,1.07,10.26,"Pour les articles homonymes, voir Just Dance."
62,Call of Duty: Ghosts,X360,2013.0,Shooter,Activision,6.72,2.63,0.04,0.82,10.21,"Call of Duty:
Ghosts
Logo officiel de Call of Duty: Ghosts.
Développeur
Infinity Ward
Raven Software
Neversoft
Treyarch (Wii U)
Éditeur
Activision
Scénariste
Stephen Gaghan
Compositeur
David Buckley
Date de sortie
PS3, Xbox 360, Windows & Wii U
INT : 5 novembre 2013

PS4
AN : 15 novembre 2013
EUR : 29 novembre 2013

Xbox One
INT : 22 novembre 2013
Genre
Tir à la première personne
Mode de jeu
Un joueur, multijoueur
Plateforme
Microsoft Windows, Xbox 360, Xbox One, Wii U 1, PlayStation 3, PlayStation 41
Langue
Anglais, français, allemand, italien, espagnol
Moteur
IW Engine 6.0 Next Gen
Évaluation
ESRB : M ?
PEGI : 16 ?
Site web
callofduty.com/ghosts
Call of Duty
Black Ops II (2012) Advanced Warfare (2014)
modifier - modifier le code - modifier Wikidata"
63,Halo: Reach,X360,2010.0,Shooter,Microsoft Game Studios,7.03,1.98,0.08,0.78,9.88,"Pour les articles homonymes, voir Halo et Reach."
64,Mario Kart 64,N64,1996.0,Racing,Nintendo,5.55,1.94,2.23,0.15,9.87,Article détaillé : Personnages de Mario Kart.
65,New Super Mario Bros. 2,3DS,2012.0,Platform,Nintendo,3.66,3.07,2.47,0.63,9.82,"Aperçu des notes reçues
Presse papier
Média Note
Famitsu (JP) 36 / 4015
Presse numérique
Média Note
1UP.com (US) B16
Eurogamer (UK) 8 / 1017
Gamekult (FR) 7 / 1018
GameSpot (US) 7 / 1019
IGN (US) 8,5 / 105
Jeuxvideo.com (FR) 15 / 2020
Agrégateurs de notes
Média Note
Metacritic 78 %21
modifier"
66,Halo 4,X360,2012.0,Shooter,Microsoft Game Studios,6.63,2.36,0.04,0.73,9.76,"Halo 4
Logo officiel de Halo 4.
Développeur
343 Industries
Éditeur
Microsoft Game Studios
Réalisateur
Josh Holmes
Scénariste
Christopher Schlerf
Compositeur
Neil Davidge1
Producteur
Chris Lee
Kiki Wolfkill
Date de sortie
Xbox 360
AN : 6 novembre 20122
FRA : 6 novembre 20123
JAP : 8 novembre 20124

Xbox One
INT : 11 novembre 2014

Windows
INT : 17 novembre 20205
Genre
Tir à la première personne
Mode de jeu
Un joueur, multijoueur
Plateforme
Xbox 360, Xbox One, Windows
Langue
Multilingue
Évaluation
PEGI : 16 ?
Site web
www.halowaypoint.com/en-us/games/halo-4/xbox-360
Halo
Halo: Reach (2010) Halo 5: Guardians (2015)
modifier - modifier le code - modifier Wikidata"
67,Final Fantasy VII,PS,1997.0,Role-Playing,Sony Computer Entertainment,3.01,2.47,3.28,0.96,9.72,"Cet article concerne le jeu vidéo. Pour le film en images de synthèse, voir Final Fantasy VII Advent Children."
68,Call of Duty: Ghosts,PS3,2013.0,Shooter,Activision,4.09,3.73,0.38,1.38,9.59,"Call of Duty:
Ghosts
Logo officiel de Call of Duty: Ghosts.
Développeur
Infinity Ward
Raven Software
Neversoft
Treyarch (Wii U)
Éditeur
Activision
Scénariste
Stephen Gaghan
Compositeur
David Buckley
Date de sortie
PS3, Xbox 360, Windows & Wii U
INT : 5 novembre 2013

PS4
AN : 15 novembre 2013
EUR : 29 novembre 2013

Xbox One
INT : 22 novembre 2013
Genre
Tir à la première personne
Mode de jeu
Un joueur, multijoueur
Plateforme
Microsoft Windows, Xbox 360, Xbox One, Wii U 1, PlayStation 3, PlayStation 41
Langue
Anglais, français, allemand, italien, espagnol
Moteur
IW Engine 6.0 Next Gen
Évaluation
ESRB : M ?
PEGI : 16 ?
Site web
callofduty.com/ghosts
Call of Duty
Black Ops II (2012) Advanced Warfare (2014)
modifier - modifier le code - modifier Wikidata"
69,Just Dance 2,Wii,2010.0,Misc,Ubisoft,5.84,2.89,0.01,0.78,9.52,"Pour les articles homonymes, voir Just Dance."
70,Gran Turismo 2,PS,1999.0,Racing,Sony Computer Entertainment,3.88,3.42,1.69,0.5,9.49,"↑ Gran Turismo Series Achieves Worldwide Shipments of more than 43 millions units [archive], Sony Computer Entertainment, 27 avril 2005.
↑ Karim Benmeziane (Anark), Test : Gran Turismo 2 [archive], 18 septembre 2000, Gamekult.
↑ « Test du jeu Gran Turismo 2 sur PS1 » [archive], sur Jeuxvideo.com (consulté le 20 mars 2022)
↑ Chris et Angel, Les infos chaudes du Net, janvier 2001, Joypad n°104."
71,Call of Duty 4: Modern Warfare,X360,2007.0,Shooter,Activision,5.91,2.38,0.13,0.9,9.32,"Call of Duty 4:
Modern Warfare
Logo officiel de Call of Duty 4: Modern Warfare.
Développeur
Infinity Ward
Aspyr (Mac)
Treyarch (Wii)
Glu Mobile (mobile)
Éditeur
Activision
JAP Square Enix
Réalisateur
Jason West
Scénariste
Jesse Stern
Compositeur
Stephen Barton
Harry Gregson-Williams
Producteur
Mark Rubin
Début du projet
2005
Date de sortie
PS3, Xbox 360 & Windows
AN : 6 novembre 2007
AUS : 7 novembre 2007
EUR : 9 novembre 2007
JAP : 27 décembre 2007

Réédition Square-Enix
JAP : 10 septembre 2009

[afficher]
Autres supports




Genre
Tir à la première personne
Action (mobile)
Mode de jeu
Un joueur, multijoueur (Internet/LAN, Playstation Network, Xbox Live)
Plateforme
Ordinateur(s) :
Mac OS X, Windows
Console(s) :
PS3, Wii, Xbox 360
Console(s) portable(s) :
Nintendo DS
Téléphone(s) mobile(s) :
Téléphone mobile
Langue
Multilingue
Moteur
IW Engine 3.01
Version
1.7 (29 juin 2008)
Évaluation
BBFC : 15 ?
ESRB : M ?
OFLC (AU) : MA15+ ?
PEGI : 16+ ?
USK : 18 ?
Site web
www.callofduty.com/codmw?path=codmw
Call of Duty
Call of Duty 3 (2006) World at War (2008)
modifier - modifier le code - modifier Wikidata"
72,Donkey Kong Country,SNES,1994.0,Platform,Nintendo,4.36,1.71,3.0,0.23,9.3,Vous lisez un « article de qualité » labellisé en 2016.
73,Minecraft,X360,2013.0,Misc,Microsoft Game Studios,5.58,2.83,0.02,0.77,9.2,"Pour chaque action, le joueur peut ou doit se munir d'un outil pour l'accomplir, ou accélérer son accomplissement : pioche, hache, pelle, houe, etc. Les outils se fabriquent avec différents minéraux et matériaux, certains possédant des variations, donnant plus ou moins de durabilité et d'efficacité à ceux-ci : respectivement le bois, la pierre, le fer, le diamant, la « Netherite » et l'or. D'autres ne se fabriquent qu'avec une recette unique, et peuvent effectuer une action impossible sans cette chose (canne à pêche, briquet) ou donner des informations (boussole, horloge).
Une épée peut aussi être fabriquée, afin de donner des attaques plus puissantes lors de combats. Tout comme les principaux outils, elle peut être faite de divers matériaux lui donnant plus ou moins de robustesse et de puissance. Le joueur peut s'équiper d'une armure (composée de quatre pièces : casque, plastron, jambières et bottes) pour se défendre et réduire la puissance des attaques ennemies, dont le matériau utilisé fera varier la résistance aux dégâts. Il peut enfin se fabriquer un bouclier, qui permet de stopper n'importe quel type d'attaque s'il est actifs (explosions, projectiles, coups…) mais qui ne protège pas des dégâts de potion, de chute ou de feu. Ce bouclier n'existe que sous une seule forme mais peut être personnalisé avec une bannière.
Tous les outils, armures, armes, peuvent être enchantés avec une table d'enchantement, contre de l'expérience récoltée par le joueur en faisant diverses actions (miner des minerais, tuer des créatures, etc.) et du lapis-lazuli. Les enchantements proposés sont aléatoires, mais leur niveau dépend de la quantité d'expérience que possède le joueur, du nombre de bibliothèques entourant la table, ainsi que du matériau de l'outil. La plupart des enchantements sont réservés à un type d'outil ou d'arme, mais certains peuvent s'appliquer à tous. Certains enchantements ne peuvent également être trouvés que sous forme de livres dans des structures32.
[source insuffisante]"
74,Animal Crossing: New Leaf,3DS,2012.0,Simulation,Nintendo,2.01,2.32,4.36,0.41,9.09,"↑
a et b (en) Samit Sarkar, « 'Animal Crossing: Jump Out' coming to Japan November 8th » [archive], The Verge, 29 août 2012 (consulté le 18 mai 2014).
↑ (en) Fletcher, JC, « Animal Crossing: New Leaf coming June 9 » [archive], Joystiq (consulté le 18 mai 2014).
↑ (en) Justin, « Animal Crossing: New Leaf releases on June 9th in North America, June 14th in Europe » [archive], AC 3DS Blog (consulté le 18 mai 2014).
↑ (en) « Animal Crossing: New Leaf for 3DS Reviews » [archive], Metacritic, 9 juin 2013 (consulté le 18 mai 2014).
↑ (en) « What Are Public Works Projects? » [archive], Nintendo Europe (consulté le 18 mai 2014).
↑ (en) Josh Max, « Animal Crossing: Jump Out Details Include Added Shops and Mayor Opportunities » [archive], Nintendo World Report, 22 août 2012 (consulté le 18 mai 2014).
↑ (en) « Mayor? Me? Really!? » [archive], Nintendo Europe (consulté le 18 mai 2014).
↑ (en) Audrey Drake, « What's New in Animal Crossing 3DS » [archive], IGN, 29 juin 2011 (consulté le 18 mai 2014).
↑ (en) « Nintendo 3DS Image Share » [archive], Nintendo.com (consulté le 18 mai 2014).
↑ (en) « New Surprises and Old Friends Await in New Leaf » [archive du 7 juin 2013], Nintendo of America (consulté le 18 mai 2014).
↑ (en) Gifford, Kevin, « More trivia than you ever dared to know about the 3DS Animal Crossing » [archive], Polygon, 7 novembre 2012 (consulté le 21 mai 2014).
↑
a b et c (en) Ishaan, « Meet Four of Animal Crossing: New Leaf's New Characters » [archive], Siliconera, 29 avril 2013 (consulté le 21 mai 2014).
↑ (en) « animalcrossing: Did you know that my twin brother... » [archive], Twitter, 15 mai 2013 (consulté le 18 mai 2013).
↑ (en) Ishaan, « Animal Crossing's Porcupine Sisters Return in Animal Crossing New Leaf » [archive], Siliconera, 6 mai 2013 (consulté le 21 mai 2014).
↑ (en) Ishaan, « Animal Crossing: City Folk's Shoe Shine Boy, Kicks, Is A Big Man In New Leaf » [archive], Siliconera, 21 mai 2014.
↑ (ja) « とびだせ どうぶつの森 (doubutsuno_mori) on Twitter » [archive], Twitter (consulté le 22 mai 2014).
↑ (en) « Animal Crossing UK (AC_Isabelle) sur Twitter » [archive], Twitter (consulté le 22 mai 2014).
↑ (en) « Isabelle (animalcrossing) on Twitter » [archive], Twitter (consulté le 22 mai 2013)
↑ (en) « Isabelle from Animal Crossing: New Leaf Message! » [archive], Youtube, 15 mai 2013 (consulté le 22 mai 2014).
↑ (ja) « とびだせ どうぶつの森：『どうぶつの森』かわら版 » [archive], Nintendo Japan (consulté le 22 mai 2014).
↑ (ja) « ニンテンドー3DS - とびだせ どうぶつの森 パック » [archive], Nintendo Japan (consulté le 17 mai 2013)
↑ (en) Macdonald, Keza, « Animal Crossing 3DS XL Bundle Confirmed » [archive], IGN, 17 avril 2013 (consulté le 22 mai 2014).
↑ Bivens, Danny, « New eShip Retail Game File Sizes Revealed » [archive], Nintendo World Report, 9 octobre 2012 (consulté le 22 mai 2014).
↑ (en) Ly, Hang-Veng, « Animal Crossing: New Leaf Pre-Order Bonus Isabelle & Town Hall Mini Figurine » [archive], Esperino, 6 mai 2013 (consulté le 22 mai 2014).
↑ (en) « AC NL US Version Updates » [archive], Animal Crossing Community (consulté le 22 mai 2014).
↑ (en) Nintendo Direct presentation - 07.08.2013 [archive] via Nintendo Europe sur YouTube.
↑ « Le Miiverse débarque sur 3DS » [archive], Jeuxvidéo.com, 12 octobre 2013 (consulté le 22 mai 2014).
↑ Julien Hubert, « Nintendo lance une Place Animal Crossing sur Wii U » [archive], Gameblog (consulté le 22 mai 2014).
↑ Animal Crossing 3DS : Note presque parfaite, test de Famitsu [archive]
↑ (en) Tom Mc Shea, « Animal Crossing: New Leaf Review » [archive], GameSpot.com, 9 juin 2013 (consulté le 22 mai 2014).
↑ (en) Audrey Drake, « Animal Crossing: New Leaf Review » [archive], IGN, 4 juin 2013 (consulté le 22 mai 2014).
↑ (en) « All Video Game Releases » [archive], Metacritic (consulté le 22 mai 2014).
↑ « Test de Animal Crossing: New Leaf » [archive], Jeuxvideo.com, 4 juin 2013 (consulté le 25 mai 2014).
↑ (en) Andy Green, « Animal Crossing: New Leaf Already Sold Out In Japan » [archive], Nintendolife, 12 novembre 2012 (consulté le 21 mai 2014).
↑ (en) Toyad, Jonathon, « Big in Japan November 5-11: Animal Crossing: New Leaf » [archive], GameSpot, 16 novembre 2012 (consulté le 22 mai 2014).
↑ (en) Fletcher, JC, « Animal Crossing: New Leaf sells 600K at retail, 200K digitally » [archive], Joystiq, 12 novembre 2012 (consulté le 22 mai 2013)
↑ Animal Crossing New Leaf : 2 millions de copies vendues au Japon [archive]
↑ (en) « Supplementary Information about Earnings Release » [archive], Nintendo, 29 janvier 2014 (consulté le 21 mai 2014).
↑ Woitier, Chloé, « Mario Kart 8 va relancer les ventes de la Wii U » [archive], Figaro, 22 mai 2014 (consulté le 22 mai 2014)
↑ (en) « Earnings Release for the Nine-Month Period Ended December 2014. Supplementary Information » [archive], Nintendo, 28 janvier 2015 (consulté le 28 janvier 2015)
↑ Martial Duchemin, Switch et 3DS : classement des jeux les plus vendus dans le monde, Mario cartonne ! [archive], 26 avril 2018, Gamergen."
75,Mario Party DS,DS,2007.0,Misc,Nintendo,4.46,1.88,1.98,0.7,9.02,"Aperçu des notes reçues
Presse numérique
Média Note
Eurogamer (UK) 4/103
Gameblog (FR) 8/105
Gamekult (FR) 7/104
GameSpot (US) 8/101
IGN (US) 7/106
Jeuxvideo.com (FR) 15/202
Agrégateurs de notes
Média Note
Metacritic 72 %7
(27 critiques)
modifier"
76,The Elder Scrolls V: Skyrim,X360,2011.0,Role-Playing,Bethesda Softworks,5.03,2.86,0.1,0.85,8.84,Emplacement de Bordeciel dans Tamriel
77,Super Mario Kart,SNES,1992.0,Racing,Nintendo,3.54,1.24,3.81,0.18,8.76,"Super Mario Kart
Logo officiel de Super Mario Kart.
Développeur
Nintendo EAD
Éditeur
Nintendo
Réalisateur
Shigeru Miyamoto (producteur)
Tadashi Sugiyama, Hideki Konno (réalisateurs)
Compositeur
Soyo Oka
Producteur
Shigeru Miyamoto
Date de sortie
Super Nintendo
JAP : 27 août 1992
AN : 1er septembre 1992
EUR : 21 janvier 19931

Console virtuelle (Wii)
JAP : 9 juin 20092
AN : 23 novembre 20093
EUR : 2 avril 20104

Console virtuelle (Wii U, New Nintendo 3DS)
JAP : 19 juin 2013
AUS : 27 mars 2014
EUR : 28 mars 2014
USA : 6 août 2014

SNES mini
AN/EUR : 29 septembre 20175
JAP : 5 octobre 2017

Nintendo Switch Online
INT : 6 septembre 2019
Genre
Course
Combat motorisé
Mode de jeu
1 à 2 joueurs
Plateforme
Super Nintendo
Wii
Wii U
New Nintendo 3DS
SNES mini
Nintendo Switch
Langue
Anglais
Évaluation
Super Nintendo
ESRB : E ?6
Console virtuelle Wii
ESRB : E ?7
OFLC (AU) : G ?8
PEGI : 3+ ?
Mario Kart
- Mario Kart 64
modifier - modifier le code - modifier Wikidata"
78,FIFA 16,PS4,2015.0,Sports,Electronic Arts,1.11,6.06,0.06,1.26,8.49,"Cette section est vide, insuffisamment détaillée ou incomplète. Votre aide est la bienvenue ! Comment faire ?"
79,Wii Party,Wii,2010.0,Misc,Nintendo,1.79,3.53,2.49,0.68,8.49,"Wii Party
Logo de Wii Party
Développeur
Nd Cube
Nintendo SPD
Éditeur
Nintendo
Réalisateur
Shuichiro Nishiya (d)
Date de sortie
EUR 8 octobre 2010
AN 4e trimestre 2010
JAP 8 juillet 2010
Genre
Party game
Mode de jeu
Multijoueur
Plateforme
Wii
Évaluation
PEGI 3 (d)
Wii (série) et Wii Party (d)
- Wii Party U
modifier - modifier le code - modifier Wikidata"
80,Halo 2,XB,2004.0,Shooter,Microsoft Game Studios,6.82,1.53,0.05,0.08,8.49,"Pour les articles homonymes, voir Halo."
81,Mario Party 8,Wii,2007.0,Misc,Nintendo,3.81,2.3,1.58,0.73,8.42,"Cet article ne cite pas suffisamment ses sources (juin 2019).
Si vous disposez d'ouvrages ou d'articles de référence ou si vous connaissez des sites web de qualité traitant du thème abordé ici, merci de compléter l'article en donnant les références utiles à sa vérifiabilité et en les liant à la section « Notes et références »
En pratique : Quelles sources sont attendues ? Comment ajouter mes sources ?"
82,Pokemon Black 2/Pokemon White 2,DS,2012.0,Role-Playing,Nintendo,2.91,1.86,3.14,0.43,8.33,no_data
83,FIFA Soccer 13,PS3,2012.0,Action,Electronic Arts,1.06,5.05,0.13,2.01,8.24,no_data
84,The Sims 3,PC,2009.0,Simulation,Electronic Arts,0.98,6.42,0.0,0.71,8.11,Cette section peut contenir un travail inédit ou des déclarations non vérifiées (décembre 2021). Vous pouvez aider en ajoutant des références ou en supprimant le contenu inédit.
85,GoldenEye 007,N64,1997.0,Shooter,Nintendo,5.8,2.01,0.13,0.15,8.09,"Ne doit pas être confondu avec GoldenEye 007 (jeu vidéo, 2010)."
86,Mario & Sonic at the Olympic Games,Wii,2007.0,Sports,Sega,2.58,3.9,0.66,0.91,8.06,"Mario et Sonic aux Jeux olympiques
Développeur
Nintendo SPD (Nintendo)
Sega Sports R&D (Sega)
Éditeur
Nintendo
Sega
Réalisateur
Shigeru Miyamoto (superviseur)
Osamu Ohashi (producteur)
Eigo Kasahara (directeur)1
Date de sortie
Wii
USA : 6 novembre 2007
JAP : 22 novembre 2007
AUS : 22 novembre 2007
EUR : 23 novembre 2007
KOR : 29 mai 2008

Nintendo DS
JAP : 17 janvier 2008
USA : 22 janvier 2008
AUS : 7 février 2008
EUR : 8 février 2008
KOR : 26 juin 2008
Genre
Sport - Party game
Mode de jeu
Un à quatre joueurs.
Plateforme
Console(s) :
Wii
Console(s) portable(s) :
Nintendo DS
Évaluation
PEGI 3 (d)
Site web
www.nintendo.co.jp/wii/rwsj/index.html
Mario et Sonic aux Jeux olympiques
- Mario et Sonic aux Jeux olympiques d'hiver
modifier - modifier le code - modifier Wikidata"
87,Final Fantasy X,PS2,2001.0,Role-Playing,Sony Computer Entertainment,2.91,2.07,2.73,0.33,8.05,"Final Fantasy X
Développeur
SquareSoft
Éditeur
Square Co. (Japon, États-Unis)
Sony CE (Europe)
Réalisateur
Yoshinori Kitase
Yusuke Naora (directeur artistique du monde)
Toshiro Tsuchida (directeur des combats)
Tetsuya Nomura (création des personnages)1
Scénariste
Daisuke Watanabe
Kazushige Nojima
Motomu Toriyama
Yoshinori Kitase
Compositeur
Junya Nakano
Masashi Hamauzu
Nobuo Uematsu
Ritsuki Nakano (chant)
Kazushige Nojima (Parolier)
Producteur
Yoshinori Kitase
Début du projet
1999[réf. nécessaire]
Date de sortie
JP : 19 juillet 2001
AN : 20 décembre 2001
PAL : 24 mai 2002
Genre
Jeu de rôle
Mode de jeu
Un joueur
Plateforme
PlayStation 2, PlayStation 3, PlayStation 4, PlayStation Vita, PC, Nintendo Switch, Xbox One
Évaluation
ELSPA : 11-14
ESRB : T ?
OFLC (AU) : MA15+ ?
SELL : 12+
Site web
na.square-enix.com/games/FFX
Final Fantasy
Final Fantasy IX (2000) Final Fantasy XI (2002)
modifier - modifier le code - modifier Wikidata"
88,Final Fantasy VIII,PS,1999.0,Role-Playing,SquareSoft,2.28,1.72,3.63,0.23,7.86,"Final Fantasy VIII
Développeur
Square
Éditeur
PlayStation
JPN Square
AN Square EA, L.L.C.
EUR SCEE

Windows
JPN Square
AN / EUR Eidos Interactive
Réalisateur
Yoshinori Kitase (réalisateur)
Yusuke Naora (directeur artistique)
Tetsuya Nomura (création des personnages)1
Scénariste
Kazushige Nojima
Compositeur
Nobuo Uematsu (compositeur)1
Faye Wong (chant)
Kako Someya (parolier)
Producteur
Shinji Hashimoto
Hironobu Sakaguchi (producteur délégué)
Début du projet
1997[réf. nécessaire]
Date de sortie
PlayStation :
JPN 11 février 1999
AN 9 septembre 1999
EUR 27 octobre 1999
AUS 29 octobre 1999

Windows :
AN 25 janvier 2000
EUR 18 février 2000
JPN 23 mars 2000

Final Fantasy VIII Remastered
INT 3 septembre 2019
Genre
Jeu de rôle
Mode de jeu
Un joueur
Plateforme
PlayStation
Windows
Xbox One
PlayStation 4
Nintendo Switch
iOS
Android
Langue
Anglais, français, italien, allemand, espagnol
Évaluation
CERO : B ?
ELSPA : 11-14
ESRB : T ?
OFLC (AU) : MA15+ ?
PEGI : 12+ ?
USK : 12 ?
Site web
ffviiipc.com
Final Fantasy
Final Fantasy VII (1997) Final Fantasy IX (2000)
modifier - modifier le code - modifier Wikidata"
89,Pokémon Platinum Version,DS,2008.0,Role-Playing,Nintendo,2.82,1.78,2.69,0.55,7.84,no_data
90,Pac-Man,2600,1982.0,Puzzle,Atari,7.28,0.45,0.0,0.08,7.81,"Pac-Man
Développeur
Namco
Éditeur
Namco / États-Unis : Midway Manufacturing Company
Réalisateur
Tōru Iwatani
Shigeo Funaki (programmation)
Compositeur
Toshio Kai
Date de sortie
JAP : 22 mai 1980
USA : 25 octobre 1980
Genre
Labyrinthe
Mode de jeu
Un à deux joueurs (en alternance)
Plateforme
Arcade, , Consoles, Atari 2600, Atari 5200, ColecoVision, Famicom Disk System, NES, Game Boy, Game Boy Color, Game Boy Advance, Game Gear, Intellivision, iPod, PlayStation, Xbox 360, Xbox One, Wii U, Nintendo Switch
Ordinateurs, Apple II, Atari 8-bit, Atari ST, Commodore 64, Commodore VIC-20, MSX, Thomson Gamme MOTO PC-88, PC-98, TI-99/4A
Site web
pacman.com
modifier - modifier le code - modifier Wikidata"
91,Grand Theft Auto: Liberty City Stories,PSP,2005.0,Action,Take-Two Interactive,2.9,2.83,0.24,1.75,7.72,"Aperçu des notes reçues
Presse papier
Média Note
Joypad (FR) 5/10 (PS2)7
Presse numérique
Média Note
1UP.com (US) A8
Eurogamer (UK) 9/109
GameSpot (US) 9/1010
IGN (US) 9/1011
Jeuxvideo.com (FR) 17/2012
Agrégateurs de notes
Média Note
Metacritic 88/10013
modifier"
