,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,test_note_JVC,avis_count_JVC,avis_note_JVC,Classification_Age_JVC,Support_JVC
261,Batman: Arkham Asylum,PS3,2009,Action,Eidos Interactive,2.23,1.34,0.07,0.61,4.25,11.0,0.0,15.0,16.0,Blu-Ray
264,Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,11.0,29.0,17.8,12.0,PlayStation Store
267,The Legend of Zelda: Ocarina of Time,3DS,2011,Action,Nintendo,2.03,1.27,0.62,0.3,4.21,19.0,1581.0,18.8,12.0,Cartouche
269,EyeToy Play,PS2,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,11.0,1.0,13.0,3.0,DVD
271,Gran Turismo 5 Prologue,PS3,2007,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2,15.0,337.0,14.3,3.0,Blu-Ray
273,Street Fighter IV,PS3,2009,Fighting,Capcom,2.02,1.06,0.58,0.53,4.19,18.0,313.0,15.8,12.0,Blu-Ray
274,FIFA 12,X360,2011,Sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19,18.0,1283.0,16.0,3.0,New Game Media Xbox Live Arcade PlayStation Store Blu-Ray UMD App Store Online Cartouche Google Play DVD
275,Teenage Mutant Ninja Turtles,NES,1989,Action,Palcom,3.38,0.44,0.31,0.04,4.17,11.0,3.0,12.0,12.0,eShop Cartouche
276,Excitebike,NES,1984,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,8.0,4.0,16.0,3.0,Console Virtuelle Cartouche Online eShop
278,Madden NFL 2003,PS2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,17.0,20.0,14.2,3.0,DVD
279,Watch Dogs,PS4,2014,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14,18.0,1280.0,15.1,18.0,Blu-Ray
280,Half-Life,PC,1997,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,18.0,465.0,18.6,16.0,CD
281,Super Mario World 2: Yoshi's Island,SNES,1995,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12,17.0,3.0,18.7,3.0,Console Virtuelle eShop Cartouche
283,The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,2.14,1.2,0.37,0.4,4.1,18.0,1721.0,17.4,12.0,DVD
287,World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,15.0,368.0,15.9,12.0,Online CD
290,Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06,18.0,292.0,16.9,3.0,DVD
291,World Soccer Winning Eleven 9,PS2,2005,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,19.0,188.0,18.4,3.0,CD
292,Namco Museum Vol.3,PS,1996,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,11.0,1.0,15.0,3.0,CD
293,Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,17.0,209.0,16.0,12.0,CD
294,Far Cry 4,PS4,2014,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03,16.0,267.0,16.4,18.0,PlayStation Store Blu-Ray
296,Minecraft,PS4,2014,Misc,Sony Computer Entertainment Europe,1.38,1.87,0.12,0.65,4.02,17.0,165.0,14.3,7.0,PlayStation Store
297,Golf,NES,1984,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01,14.0,1.0,18.0,3.0,Console Virtuelle eShop Cartouche
298,Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01,17.0,545.0,16.9,18.0,Blu-Ray
299,Professor Layton and the Diabolical Box,DS,2007,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4.0,18.0,562.0,18.1,7.0,Cartouche
300,Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99,17.0,8.0,17.3,18.0,DVD Contenu Xbox Live Online
301,Namco Museum: 50th Anniversary,PS2,2005,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98,6.0,1.0,14.0,3.0,CD
302,EA Sports Active,Wii,2009,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92,9.0,1.0,18.0,3.0,DVD
305,Tony Hawk's Underground,PS2,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9,17.0,48.0,17.8,16.0,DVD
306,Assassin's Creed IV: Black Flag,PS3,2013,Action,Ubisoft,1.33,1.71,0.13,0.73,3.89,11.0,4.0,14.3,18.0,DVD
307,Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89,18.0,112.0,17.8,12.0,Cartouche
308,MotorStorm,PS3,2006,Racing,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88,15.0,209.0,15.8,12.0,Blu-Ray
310,Tekken 5,PS2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,17.0,308.0,16.8,12.0,DVD
312,Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87,15.0,145.0,16.2,12.0,Blu-Ray
313,NBA 2K16,PS4,2015,Sports,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85,18.0,75.0,15.0,3.0,Blu-Ray
315,Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84,7.0,26.0,11.8,3.0,Cartouche
319,Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82,11.0,80.0,13.2,3.0,DVD
320,Nintendogs + cats,3DS,2011,Simulation,Nintendo,1.44,1.37,0.73,0.27,3.81,15.0,159.0,16.4,3.0,Cartouche
324,Resident Evil Director's Cut,PS,1996,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,17.0,230.0,16.5,18.0,DVD Blu-Ray
328,Super Paper Mario,Wii,2007,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76,17.0,440.0,16.4,3.0,DVD
330,Resident Evil 3: Nemesis,PS,1999,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,17.0,16.0,18.3,16.0,Nintendo Game Disc CD PlayStation Store GDROM
333,Pokémon Trading Card Game,GB,1998,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,16.0,91.0,16.5,3.0,Cartouche
334,Battlefield 4,PS3,2013,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69,15.0,483.0,13.7,18.0,Blu-Ray
335,MySims,DS,2007,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69,11.0,166.0,12.6,3.0,Cartouche
337,Tony Hawk's Pro Skater 4,PS2,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67,17.0,60.0,17.6,3.0,DVD
338,Midnight Club 3: DUB Edition,PSP,2005,Racing,Take-Two Interactive,1.65,1.22,0.0,0.79,3.66,11.0,16.0,18.7,12.0,PlayStation Store CD
339,Banjo-Kazooie,N64,1998,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,18.0,206.0,18.8,3.0,Cartouche
340,SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,15.0,72.0,14.5,16.0,Blu-Ray
341,Guitar Hero: World Tour,Wii,2008,Misc,Activision,2.33,0.97,0.0,0.35,3.65,16.0,126.0,16.1,12.0,DVD
343,Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,16.0,313.0,18.4,12.0,New Game Media Blu-Ray
344,Pokemon Snap,N64,1999,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,15.0,46.0,10.7,3.0,eShop Cartouche
346,Pro Evolution Soccer 2008,PS2,2007,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,17.0,163.0,14.4,3.0,DVD
347,Call of Duty: Ghosts,PS4,2013,Shooter,Activision,1.78,1.42,0.05,0.38,3.63,11.0,2.0,7.0,16.0,PlayStation Store
348,Resident Evil 4,PS2,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62,19.0,636.0,18.5,18.0,DVD
352,The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,11.0,31.0,15.3,3.0,DVD
354,Luigi's Mansion,GC,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,15.0,405.0,17.3,3.0,Nintendo Game Disc
356,WWF SmackDown!,PS,2000,Fighting,THQ,2.01,1.35,0.06,0.16,3.58,14.0,12.0,16.8,12.0,CD
358,Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,17.0,285.0,18.0,18.0,Contenu Xbox Live PlayStation Store Online
359,The Getaway,PS2,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,11.0,169.0,14.7,18.0,DVD
361,James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,14.0,105.0,14.9,12.0,DVD
363,Battlefield 4,X360,2013,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53,16.0,428.0,15.7,18.0,DVD Online Contenu Xbox Live Xbox Live Arcade PlayStation Store Blu-Ray
365,Rugrats in Paris: The Movie,PS,2000,Action,THQ,1.96,1.33,0.0,0.23,3.52,12.0,6.0,16.7,3.0,CD Cartouche
367,Left 4 Dead,X360,2008,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52,17.0,8.0,17.4,18.0,Online Contenu Xbox Live DVD
369,Resident Evil 5,X360,2009,Action,Capcom,2.11,0.94,0.12,0.34,3.51,16.0,973.0,15.5,18.0,Contenu Xbox Live PlayStation Store Blu-Ray DVD Google Play
370,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51,17.0,24.0,16.1,3.0,Cartouche
373,Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,2.2,0.97,0.02,0.31,3.5,11.0,2.0,17.5,16.0,Blu-Ray DVD
374,Clubhouse Games,DS,2006,Misc,Nintendo,0.59,1.83,0.73,0.35,3.5,12.0,173.0,15.5,12.0,Cartouche
378,Guitar Hero: On Tour,DS,2008,Misc,Activision,2.11,1.01,0.01,0.35,3.48,14.0,47.0,13.3,3.0,Cartouche
380,Far Cry 3,PS3,2012,Shooter,Ubisoft,0.88,1.75,0.1,0.72,3.45,18.0,1306.0,18.0,18.0,Blu-Ray
381,Monster Hunter 4,3DS,2013,Role-Playing,Capcom,0.0,0.0,3.44,0.0,3.44,16.0,18.0,18.4,12.0,Cartouche
382,Borderlands,X360,2009,Shooter,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44,17.0,724.0,17.5,18.0,DVD PlayStation Store Contenu Xbox Live Blu-Ray Online
383,Tekken 4,PS2,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,18.0,228.0,16.3,12.0,DVD
384,Battlefield 4,PS4,2013,Shooter,Electronic Arts,1.34,1.54,0.17,0.38,3.43,16.0,428.0,15.7,18.0,Blu-Ray
385,LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42,18.0,659.0,18.1,7.0,Blu-Ray
386,Grand Theft Auto 2,PS,1998,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42,15.0,44.0,16.0,18.0,CD GDROM Cartouche
387,Final Fantasy III,SNES,1994,Role-Playing,SquareSoft,0.86,0.0,2.55,0.02,3.42,17.0,18.0,17.4,3.0,App Store Cartouche Online UMD Google Play
388,Spider-Man 2,PS2,2004,Action,Activision,1.75,1.2,0.02,0.43,3.41,14.0,169.0,16.3,12.0,CD
391,Crash Bash,PS,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,13.0,1.0,17.0,3.0,CD
392,LEGO Batman: The Videogame,X360,2008,Action,Warner Bros. Interactive Entertainment,2.03,1.03,0.0,0.32,3.38,13.0,10.0,15.3,7.0,DVD Cartouche Blu-Ray iDensity New Game Media
394,The Legend of Zelda: Spirit Tracks,DS,2009,Action,Nintendo,1.43,0.94,0.74,0.27,3.38,18.0,1047.0,16.6,7.0,Cartouche
396,The Legend of Zelda: Majora's Mask,N64,2000,Action,Nintendo,1.9,0.67,0.73,0.06,3.36,19.0,697.0,18.5,3.0,Cartouche
397,Professor Layton and the Unwound Future,DS,2008,Puzzle,Nintendo,0.65,1.61,0.82,0.28,3.36,18.0,544.0,18.3,7.0,Cartouche
399,Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,1.9,1.14,0.01,0.29,3.34,11.0,4.0,14.3,18.0,DVD
401,James Bond 007: Nightfire,PS2,2002,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33,13.0,142.0,16.6,12.0,DVD
403,Mario Party 9,Wii,2012,Misc,Nintendo,1.15,1.17,0.76,0.24,3.32,16.0,348.0,16.2,3.0,DVD
404,Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,12.0,223.0,15.6,12.0,DVD
407,Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,0.8,1.92,0.06,0.5,3.28,13.0,423.0,15.4,18.0,Blu-Ray
408,Destiny,XOne,2014,Shooter,Activision,2.13,0.92,0.0,0.23,3.28,16.0,94.0,15.4,16.0,DVD PlayStation Store Contenu Xbox Live Windows Store Blu-Ray
409,True Crime: Streets of LA,PS2,2003,Action,Activision,1.89,1.05,0.02,0.31,3.27,15.0,85.0,14.8,16.0,DVD
410,Wii Music,Wii,2008,Misc,Nintendo,1.36,1.13,0.46,0.32,3.27,8.0,175.0,10.9,3.0,DVD
411,Gran Turismo (PSP),PSP,2009,Racing,Sony Computer Entertainment,0.5,1.59,0.31,0.87,3.27,13.0,373.0,14.2,3.0,UMD
415,L.A. Noire,PS3,2011,Adventure,Take-Two Interactive,1.27,1.33,0.12,0.51,3.23,17.0,1229.0,16.5,18.0,PlayStation Store Blu-Ray
416,Madden NFL 16,PS4,2015,Sports,Electronic Arts,2.33,0.3,0.0,0.59,3.22,16.0,7.0,16.7,3.0,PlayStation Store DVD
420,Killer Instinct,SNES,1995,Fighting,Nintendo,2.26,0.72,0.12,0.1,3.2,17.0,135.0,15.6,18.0,Xbox Live Arcade Blu-Ray
423,God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment,1.48,1.01,0.04,0.66,3.19,16.0,66.0,16.6,18.0,Blu-Ray
425,Dance Central,X360,2010,Misc,MTV Games,2.15,0.77,0.01,0.26,3.19,16.0,89.0,17.4,12.0,DVD
426,Enter the Matrix,PS2,2003,Action,Atari,1.78,1.12,0.09,0.19,3.18,11.0,85.0,13.6,16.0,DVD
430,Rhythm Heaven,DS,2008,Misc,Nintendo,0.58,0.51,1.93,0.14,3.17,17.0,61.0,17.6,7.0,DVD
432,Club Penguin: Elite Penguin Force,DS,2008,Adventure,Disney Interactive Studios,1.88,0.98,0.0,0.3,3.16,11.0,6.0,16.2,3.0,Cartouche
434,LEGO Batman: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,1.79,1.06,0.0,0.29,3.15,13.0,10.0,15.3,7.0,DVD Cartouche Blu-Ray iDensity New Game Media
435,Sonic Rush,DS,2005,Platform,Sega,1.22,1.57,0.06,0.29,3.15,14.0,145.0,15.8,3.0,Cartouche
436,Resident Evil 6,PS3,2012,Shooter,Capcom,0.88,0.97,0.88,0.42,3.15,17.0,769.0,14.7,18.0,Blu-Ray
437,Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,1.89,0.99,0.03,0.24,3.15,18.0,212.0,17.2,16.0,Blu-Ray
439,Spider-Man,PS,2000,Action,Activision,1.7,1.25,0.02,0.16,3.13,16.0,20.0,17.5,3.0,Cartouche CD DVD Nintendo Game Disc
442,Personal Trainer: Cooking,DS,2006,Misc,Nintendo,0.91,1.0,1.03,0.17,3.12,11.0,0.0,15.0,3.0,Cartouche
443,The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,1.69,0.87,0.14,0.42,3.12,11.0,108.0,17.7,16.0,Blu-Ray
444,Dragon Warrior IV,NES,1990,Role-Playing,Enix Corporation,0.08,0.0,3.03,0.01,3.12,18.0,197.0,18.2,12.0,Google Play App Store Cartouche
445,Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12,15.0,1652.0,17.7,18.0,Blu-Ray
446,Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,1.99,0.82,0.03,0.27,3.11,18.0,799.0,18.0,18.0,Online Contenu Xbox Live Blu-Ray DVD PlayStation Store
447,FIFA 15,X360,2014,Sports,Electronic Arts,0.78,2.02,0.0,0.3,3.11,15.0,12.0,11.4,3.0,Cartouche Blu-Ray iDensity New Game Media DVD
448,Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari,2.17,0.28,0.55,0.08,3.09,10.0,223.0,15.8,12.0,DVD Blu-Ray
449,Madden NFL 2002,PS2,2001,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,16.0,28.0,17.9,3.0,CD
451,Borderlands 2,X360,2012,Shooter,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07,18.0,1.0,20.0,18.0,New Game Media Xbox Live Arcade Contenu Xbox Live Online DVD Blu-Ray PlayStation Store
452,The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,1.4,0.99,0.46,0.22,3.07,17.0,421.0,17.1,7.0,Cartouche
454,The Sims: Vacation,PC,2002,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07,15.0,72.0,14.9,3.0,CD
455,Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,1.94,0.86,0.03,0.24,3.07,18.0,530.0,17.7,18.0,PlayStation Store Online DVD Blu-Ray Contenu Xbox Live iDensity
457,Far Cry 3,X360,2012,Shooter,Ubisoft,1.38,1.35,0.02,0.28,3.04,18.0,1306.0,18.0,18.0,Blu-Ray DVD PlayStation Store Xbox Live Arcade Online
458,Epic Mickey,Wii,2010,Platform,Disney Interactive Studios,2.06,0.64,0.12,0.22,3.04,13.0,33.0,12.5,7.0,Cartouche
459,Saints Row 2,X360,2008,Action,THQ,1.94,0.8,0.02,0.27,3.03,15.0,469.0,16.7,18.0,Blu-Ray Contenu Xbox Live PlayStation Store DVD
460,Rayman,PS,1995,Platform,Ubisoft,1.54,1.33,0.0,0.16,3.03,18.0,10.0,19.1,3.0,CD DsiWare PlayStation Store Cartouche eShop
461,Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment,1.4,1.07,0.08,0.47,3.02,17.0,1203.0,17.0,18.0,Blu-Ray
463,Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo,2.03,0.47,0.45,0.07,3.02,17.0,33.0,17.4,3.0,DVD Cartouche eShop
465,Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsoft Game Studios,2.38,0.32,0.0,0.31,3.0,11.0,3.0,6.7,18.0,Steam Blu-Ray Windows Store
466,NBA 2K13,X360,2012,Sports,Take-Two Interactive,2.6,0.21,0.01,0.19,3.0,16.0,126.0,17.2,3.0,Blu-Ray App Store Google Play DVD iDensity UMD
467,Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari,1.15,0.0,0.76,1.09,3.0,16.0,682.0,18.0,12.0,DVD
469,Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment,1.01,1.41,0.05,0.53,2.99,16.0,111.0,15.6,18.0,Blu-Ray PlayStation Store
471,The Sims: Livin Large,PC,2000,Misc,Electronic Arts,1.67,1.18,0.0,0.13,2.99,17.0,99.0,17.1,3.0,DVD
472,World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99,11.0,2.0,10.5,3.0,DVD
473,Devil May Cry,PS2,2001,Action,Capcom,1.36,0.86,0.64,0.13,2.99,17.0,315.0,17.5,16.0,DVD
474,Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,0.47,1.0,1.39,0.12,2.98,15.0,50.0,15.3,3.0,Cartouche
475,Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,1.33,1.12,0.08,0.45,2.97,16.0,100.0,17.7,18.0,PlayStation Store
478,Sonic Heroes,PS2,2003,Platform,Sega,1.04,1.37,0.06,0.49,2.96,14.0,143.0,15.6,3.0,DVD
479,Kirby Super Star Ultra,DS,2008,Platform,Nintendo,1.57,0.04,1.19,0.15,2.96,16.0,77.0,17.6,3.0,Cartouche
481,Street Fighter IV,X360,2009,Fighting,Capcom,1.82,0.71,0.15,0.26,2.95,18.0,249.0,16.1,12.0,DVD Blu-Ray App Store
482,Wave Race 64,N64,1996,Racing,Nintendo,1.98,0.58,0.34,0.04,2.94,17.0,54.0,17.0,3.0,Cartouche
483,SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94,13.0,41.0,17.1,16.0,DVD
484,WWE SmackDown! vs. RAW 2006,PS2,2005,Fighting,THQ,1.45,1.11,0.04,0.33,2.94,15.0,71.0,16.8,16.0,DVD
485,inFAMOUS,PS3,2009,Action,Sony Computer Entertainment,1.76,0.69,0.12,0.37,2.94,16.0,1222.0,16.5,16.0,Blu-Ray
486,Pac-Man Collection,GBA,2001,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94,13.0,8.0,12.5,3.0,Cartouche
487,Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,1.83,0.8,0.03,0.27,2.93,18.0,820.0,17.9,18.0,Online Contenu Xbox Live PlayStation Store DVD
488,WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo,0.87,1.06,0.73,0.26,2.92,15.0,178.0,15.6,7.0,DVD
489,Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games,1.43,1.13,0.05,0.3,2.91,12.0,30.0,13.7,3.0,DVD
490,Super Mario World 2: Yoshi's Island,GBA,2002,Platform,Nintendo,1.75,0.45,0.62,0.09,2.91,17.0,128.0,17.9,3.0,Cartouche
491,FIFA 14,PS4,2013,Sports,Electronic Arts,0.61,1.85,0.11,0.33,2.9,15.0,431.0,14.0,3.0,Blu-Ray
492,Titanfall,XOne,2014,Shooter,Electronic Arts,1.84,0.8,0.04,0.22,2.9,15.0,433.0,15.5,16.0,DVD Contenu Xbox Live Blu-Ray Online
493,Sonic Mega Collection Plus,PS2,2004,Misc,Sega,1.54,1.14,0.0,0.22,2.9,11.0,39.0,16.5,3.0,DVD
494,Sega Superstars Tennis,X360,2008,Sports,Sega,1.75,0.86,0.0,0.28,2.9,13.0,16.0,14.1,7.0,Cartouche Blu-Ray DVD
496,Need for Speed: Most Wanted,PS3,2012,Racing,Electronic Arts,0.71,1.51,0.06,0.61,2.89,15.0,34.0,15.8,7.0,iDensity
497,Hot Shots Golf 3,PS2,2001,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89,15.0,22.0,16.6,3.0,Blu-Ray
499,Zumba Fitness 2,Wii,2011,Sports,Majesco Entertainment,1.54,1.07,0.0,0.28,2.88,11.0,6.0,12.3,12.0,DVD
500,Syphon Filter,PS,1999,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88,16.0,1.0,17.0,16.0,Google Play CD New Game Media
501,Imagine: Babyz,DS,2007,Simulation,Ubisoft,1.3,1.27,0.0,0.31,2.88,5.0,2.0,2.5,3.0,DVD
503,Call of Duty: Ghosts,XOne,2013,Shooter,Activision,1.87,0.77,0.0,0.22,2.86,11.0,4.0,12.0,16.0,Online Contenu Xbox Live PlayStation Store
504,Madden NFL 13,X360,2012,Sports,Electronic Arts,2.53,0.16,0.0,0.17,2.86,16.0,3.0,17.7,3.0,DVD New Game Media iDensity Blu-Ray
506,Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment,1.98,0.55,0.0,0.32,2.85,17.0,653.0,17.7,18.0,Blu-Ray
507,F-Zero,SNES,1990,Racing,Nintendo,1.37,0.51,0.89,0.07,2.85,17.0,55.0,17.2,3.0,Cartouche
508,Yoshi's Story,N64,1997,Platform,Nintendo,1.29,0.53,0.98,0.05,2.85,16.0,49.0,15.4,3.0,Cartouche
513,BioShock,X360,2007,Shooter,Take-Two Interactive,1.65,0.86,0.05,0.28,2.83,19.0,14.0,18.8,18.0,App Store Blu-Ray PlayStation Store DVD
514,Madden NFL 10,X360,2009,Sports,Electronic Arts,2.52,0.09,0.0,0.22,2.83,17.0,26.0,17.7,3.0,UMD Cartouche App Store DVD Blu-Ray
515,Medal of Honor,PS3,2010,Shooter,Electronic Arts,1.28,1.05,0.07,0.43,2.83,14.0,691.0,14.8,18.0,Blu-Ray
516,WWE SmackDown! vs. Raw,PS2,2002,Fighting,THQ,1.32,1.08,0.04,0.39,2.83,17.0,178.0,17.0,16.0,UMD Blu-Ray DVD Cartouche
517,Metroid Prime,GC,2002,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82,19.0,304.0,18.6,12.0,Nintendo Game Disc
518,Finding Nemo,GBA,2003,Action,THQ,1.59,1.05,0.04,0.14,2.82,7.0,3.0,5.7,3.0,Cartouche
522,WWE SmackDown! Here Comes the Pain,PS2,2003,Fighting,THQ,1.32,1.06,0.04,0.38,2.8,16.0,86.0,17.6,16.0,DVD
526,Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment,1.45,0.88,0.09,0.38,2.79,16.0,1099.0,17.0,18.0,Blu-Ray
527,A Bug's Life,PS,1998,Platform,Sony Computer Entertainment,1.96,0.72,0.0,0.11,2.79,17.0,5.0,16.4,3.0,CD Cartouche PlayStation Store
528,WWF SmackDown! Just Bring It,PS2,2001,Fighting,THQ,1.19,1.15,0.04,0.41,2.79,16.0,49.0,16.7,16.0,DVD
529,Dragon Quest V: Tenkuu no Hanayome,SNES,1992,Role-Playing,Enix Corporation,0.0,0.0,2.78,0.01,2.79,18.0,197.0,18.2,12.0,Google Play App Store Cartouche
531,Battlefield 3,PC,2011,Shooter,Electronic Arts,0.89,1.43,0.0,0.48,2.79,16.0,2732.0,17.0,16.0,DVD
532,NBA Street,PS2,2001,Sports,Electronic Arts,2.19,0.22,0.0,0.38,2.79,16.0,51.0,17.8,3.0,CD
533,Professor Layton and the Last Specter,DS,2009,Puzzle,Nintendo,0.3,1.47,0.68,0.34,2.79,17.0,253.0,17.8,7.0,Cartouche
534,Monster Hunter Tri,3DS,2011,Role-Playing,Nintendo,0.46,0.29,1.96,0.07,2.79,18.0,382.0,17.5,16.0,Cartouche
536,inFAMOUS: Second Son,PS4,2014,Action,Sony Computer Entertainment,1.27,0.97,0.07,0.47,2.78,13.0,96.0,14.9,16.0,Blu-Ray
538,Tekken 6,PS3,2009,Fighting,Namco Bandai Games,1.2,0.98,0.17,0.43,2.78,17.0,546.0,16.0,16.0,Blu-Ray
540,Sonic and the Secret Rings,Wii,2007,Platform,Sega,1.24,1.2,0.04,0.3,2.77,13.0,210.0,14.1,7.0,DVD
544,Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft,1.07,1.31,0.06,0.31,2.74,11.0,4.0,14.3,18.0,DVD
545,Pokémon Stadium 2,N64,2000,Strategy,Nintendo,1.02,0.36,1.13,0.23,2.73,14.0,103.0,15.3,3.0,Cartouche
546,Metroid,NES,1986,Action,Nintendo,1.33,0.31,1.04,0.05,2.73,19.0,16.0,18.4,3.0,Console Virtuelle Cartouche Online eShop
